"Order ID","Order Date","Unit Cost","Price","Order Qty","Cost of Sales","Sales","Profit","Channel","Promotion Name","Product Name","Manufacturer","Product Sub Category","Product Category","Region","City","Country"
"14990","9/15/2021","180.98829559737","329","9","1628.8946603763","2895.2","1266.3053396237","Reseller","North America Spring Promotion","Contoso Home Theater System 4.1 Channel M1410 Silver","Contoso, Ltd","Home Theater System","TV and Video","North America","Kennebunkport","United States"
"14989","6/20/2024","61.884228165229","99","26","1608.989932296","2534.4","925.41006770404","Phone","North America Holiday Promotion","WWI LCD17 E200 Black","Wide World Importers","Monitors","Computers","North America","North Harford","United States"
"14988","7/14/2022","44.104388918342","44","6","264.62633351005","264","-0.62633351005127","In-store","North America Holiday Promotion","SV Keyboard E10 Silver","Southridge Video","Computers Accessories","Computers","North America","Longview","United States"
"14987","5/18/2022","188.9161298409","856","10","1889.161298409","8560","6670.838701591","Online","No Discount","Fabrikam Business Videographer 1/3"" 8.5mm M380 Blue","Fabrikam, Inc.","Camcorders","Cameras and camcorders ","North America","New Bedford","United States"
"14986","9/15/2021","118.30792778667","248","12","1419.69513344","2923.92","1504.22486656","Catalog","European Spring Promotion","Proseware High-Performance Business-Class Laser Fax X200 Grey","Proseware, Inc.","Printers, Scanners & Fax","Computers","Europe","Nice","France"
"14985","11/30/2022","31.117331815641","188","10","311.17331815641","1880","1568.8266818436","Reseller","No Discount","A. Datum All in One Digital Camera M200 Grey","A. Datum Corporation","Digital Cameras","Cameras and camcorders ","North America","La Porte","United States"
"14984","10/18/2022","219.31216583829","312","12","2631.7459900595","3678.48","1046.7340099405","Phone","European Spring Promotion","A. Datum SLR Camera M138 Silver Grey","A. Datum Corporation","Digital SLR Cameras","Cameras and camcorders ","Europe","Berlin","Germany"
"14983","11/7/2023","207.43117386795","588","9","1866.8805648116","5203.8","3336.9194351884","In-store","North America Spring Promotion","A. Datum SLR Camera 35"" X358 Pink","A. Datum Corporation","Digital SLR Cameras","Cameras and camcorders ","North America","Denton","United States"
"14982","8/11/2023","214.39109526145","699","13","2787.0842383988","9087","6299.9157616012","Online","North America Holiday Promotion","Proseware Projector 720p LCD56 Silver","Proseware, Inc.","Projectors & Screens","Computers","North America","Milwaukee","United States"
"14981","1/27/2022","18.027560038534","25.69","5","90.13780019267","128.45","38.31219980733","Catalog","No Discount","NT Bluetooth Stereo Headphones E52 Blue","Northwind Traders","Bluetooth Headphones","Audio","North America","Cape May","United States"
"14980","1/6/2022","9.3080099549758","12.95","5","46.540049774879","64.75","18.209950225121","Reseller","No Discount","Contoso Rechargeable Battery E100 Grey","Contoso, Ltd","Computers Accessories","Computers","Europe","Edinburgh","United Kingdom"
"14979","5/23/2023","195.14023348132","850","8","1561.1218678506","6800","5238.8781321494","Phone","European Holiday Promotion","Fabrikam Business Videographer 2/3'' 17mm M280 Grey","Fabrikam, Inc.","Camcorders","Cameras and camcorders ","Europe","Warsaw","Poland"
"14978","7/27/2024","11.431981570861","16.5","26","297.23152084239","422.4","125.16847915761","In-store","North America Holiday Promotion","Contoso Laptop Starter Bundle M200 Black","Contoso, Ltd","Computers Accessories","Computers","North America","North Harford","United States"
"14977","2/27/2022","12.750394760354","456.9","12","153.00473712425","5437.11","5284.1052628758","Online","North America Back-to-School Promotion","Fabrikam Laptop14.1W M4180 Red","Fabrikam, Inc.","Laptops","Computers","North America","Vancouver","Canada"
"14976","3/3/2024","6.8771125505623","12.99","20","137.54225101125","259.8","122.25774898875","Catalog","No Discount","Contoso DVD Movies E100 Yellow","Contoso, Ltd","Movie DVD","Music, Movies and Audio Books","Europe","West Yorkshire","United Kingdom"
"14975","4/16/2022","48.644605230908","329","12","583.73526277089","3882.2","3298.4647372291","Reseller","North America Back-to-School Promotion","Contoso Home Theater System 4.1 Channel M1410 Black","Contoso, Ltd","Home Theater System","TV and Video","North America","Montreal","Canada"
"14974","3/11/2022","60.474168182823","620","12","725.69001819387","7440","6714.3099818061","Phone","No Discount","Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Black","Fabrikam, Inc.","Camcorders","Cameras and camcorders ","Asia","Busan","South Korea"
"14973","7/23/2023","299.91885918023","299.99","13","3898.9451693429","3839.872","-59.073169342935","In-store","North America Holiday Promotion","Adventure Works 15.6"" LCD TV M130W Brown","Adventure Works","Televisions","TV and Video","North America","Round Rock","United States"
"14972","7/6/2023","114.02908700052","186.9","13","1482.3781310067","2392.32","909.9418689933","Online","North America Holiday Promotion","A. Datum Bridge Digital Camera M300 Grey","A. Datum Corporation","Digital Cameras","Cameras and camcorders ","North America","Longview","United States"
"14971","3/1/2024","82.94957912121","160","12","995.39494945452","1920","924.60505054548","Catalog","North America Back-to-School Promotion","Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 White","Proseware, Inc.","Printers, Scanners & Fax","Computers","North America","North Harford","United States"
"14970","7/23/2024","270.90970866861","436.2","13","3521.826212692","5321.64","1799.813787308","Reseller","North America Holiday Promotion","Fabrikam SLR Camera 35"" X358 Grey","Fabrikam, Inc.","Digital SLR Cameras","Cameras and camcorders ","North America","Poestenkill","United States"
"14969","7/17/2022","21.801434594047","309","8","174.41147675237","2348.4","2173.9885232476","Phone","European Holiday Promotion","SV Car Video TFT7 M7001 Black","Southridge Video","Car Video","TV and Video","Europe","Milan","Italy"
"14968","5/22/2022","5.0557256801021","579","10","50.557256801021","5790","5739.442743199","In-store","No Discount","Litware Home Theater System 5.1 Channel M516 Brown","Litware, Inc.","Home Theater System","TV and Video","North America","Albany","United States"
"14967","2/10/2022","163.15132472016","332","10","1631.5132472016","3320","1688.4867527984","Online","No Discount","Contoso SLR Camera M144 Gold","Contoso, Ltd","Digital SLR Cameras","Cameras and camcorders ","North America","Miami","United States"
"14966","9/24/2022","33.957280648755","328","9","305.61552583879","2902.8","2597.1844741612","Online","North America Spring Promotion","Fabrikam SLR Camera 35"" M358 Silver Grey","Fabrikam, Inc.","Digital SLR Cameras","Cameras and camcorders ","North America","Bethesda","United States"
"14965","8/12/2024","240.44478176519","299","13","3125.7821629474","3797.3","671.51783705256","Online","Asian Holiday Promotion","Contoso Screen 113in M251 Black","Contoso, Ltd","Projectors & Screens","Computers","Asia","Guangzhou","China"
"14964","1/6/2024","137.09046984002","178","40","5483.6187936007","7120","1636.3812063993","Online","No Discount","Fabrikam Social Videographer 1/2"" 3mm E300 Blue","Fabrikam, Inc.","Camcorders","Cameras and camcorders ","North America","Seattle","United States"
"14963","11/16/2022","4.2591593953326","11.9","9","38.332434557994","102.34","64.007565442006","Online","Asian Spring Promotion","Contoso 90W AC/DC Power Adapter E300 Grey","Contoso, Ltd","Computers Accessories","Computers","Asia","Tehran","Iran"
"14962","10/21/2021","85.761303723251","159","9","771.85173350926","1367.4","595.54826649074","Online","Asian Spring Promotion","Proseware Photo Ink Jet Printer M100 White","Proseware, Inc.","Printers, Scanners & Fax","Computers","Asia","Ashgabat","Turkmenistan"
"14961","10/15/2021","124.44054064166","268","9","1119.9648657749","2398.6","1278.6351342251","Online","North America Spring Promotion","A. Datum Interchangeable lens Non-SLR Digital Camera X250 Black","A. Datum Corporation","Digital Cameras","Cameras and camcorders ","North America","Austin","United States"
"14960","7/28/2023","241.12872369387","699","13","3134.6734080203","9087","5952.3265919797","Online","North America Holiday Promotion","WWI Projector 720p LCD56 Silver","Wide World Importers","Projectors & Screens","Computers","North America","Provincetown","United States"
"14959","4/17/2023","5.3474991875225","12.66","10","53.474991875225","126.6","73.125008124774","Online","No Discount","SV DVD 55DVD Storage Binder M56 Red","Southridge Video","Movie DVD","Music, Movies and Audio Books","Asia","Beijing","China"
"14958","4/2/2024","986.08894496377","2499","6","5916.5336697826","13994.4","8077.8663302174","Online","North America Back-to-School Promotion","WWI Projector 1080p DLP86 White","Wide World Importers","Projectors & Screens","Computers","North America","Toronto","Canada"
"14957","3/18/2022","71.612329775509","208","12","859.3479573061","2412.8","1553.4520426939","Online","North America Back-to-School Promotion","The Phone Company Smart phones 160x160 M26 Gold","The Phone Company","Smart phones & PDAs ","Cell phones","North America","Houston","United States"
"14956","1/12/2022","2.7293386681237","22.99","10","27.293386681237","229.9","202.60661331876","Online","No Discount","Contoso Waterproof Accessory Handset and Charging Cradle M609 White","Contoso, Ltd","Home & Office Phones","Cell phones","North America","Bangor","United States"
"14955","12/30/2021","10.753311722597","28.99","10","107.53311722597","289.9","182.36688277403","Online","No Discount","Contoso 2-Line Corded Cordless Telephone M202 White","Contoso, Ltd","Home & Office Phones","Cell phones","North America","Fort Atkinson","United States"
"14954","11/5/2021","332.36615861254","469","27","8973.8862825385","12639.55","3665.6637174615","Online","North America Spring Promotion","Adventure Works Desktop PC3.0 MS300 Black","Adventure Works","Desktops","Computers","North America","Seattle","United States"
"14953","6/17/2024","50.286109416106","358","13","653.71942240938","4492.9","3839.1805775906","Online","Asian Holiday Promotion","Contoso SLR Camera 35"" M358 Blue","Contoso, Ltd","Digital SLR Cameras","Cameras and camcorders ","Asia","Beijing","China"
"14952","11/30/2022","53.825874185282","268","9","484.43286766754","2304.8","1820.3671323325","Online","Asian Spring Promotion","A. Datum Interchangeable lens Non-SLR Digital Camera X250 Silver","A. Datum Corporation","Digital Cameras","Cameras and camcorders ","Asia","Kolkata","India"
"14951","4/23/2022","4.0463417378445","129","6","24.278050427067","774","749.72194957293","Online","North America Back-to-School Promotion","WWI LCD17W E200 White","Wide World Importers","Monitors","Computers","North America","North Harford","United States"
"14950","10/20/2022","11.907582313928","15.9","18","214.3364816507","270.3","55.963518349295","Online","Asian Spring Promotion","Contoso USB Wave Multi-media Keyboard E280 Blue","Contoso, Ltd","Computers Accessories","Computers","Asia","Beijing","China"
"14949","2/20/2022","2.377731722709","19.95","10","23.77731722709","199.5","175.72268277291","Online","No Discount","Contoso Car power adapter M90 Grey","Contoso, Ltd","Computers Accessories","Computers","Europe","Berne","Switzerland"
"14948","1/20/2023","167.03673730587","290","10","1670.3673730587","2900","1229.6326269413","Online","No Discount","A. Datum Super-zoom Digital Camera X300 Black","A. Datum Corporation","Digital Cameras","Cameras and camcorders ","Europe","Lyon","France"
"14947","1/20/2024","72.033660631812","132.99","10","720.33660631812","1329.9","609.56339368188","Online","No Discount","WWI Stereo Bluetooth Headphones New Generation M370 Yellow","Wide World Importers","Bluetooth Headphones","Audio","North America","Alexandria","United States"
"14946","8/16/2022","116.80979270686","149.95","26","3037.0546103784","3876.2075","839.15288962161","Online","Asian Holiday Promotion","WWI 1GB Pulse Smart pen E50 Silver","Wide World Importers","Recording Pen","Audio","Asia","Beijing","China"
"14945","10/9/2021","21.005349911658","190","6","126.03209946995","1126.7","1000.6679005301","Online","European Spring Promotion","Proseware Screen 100in M1609 Black","Proseware, Inc.","Projectors & Screens","Computers","Europe","Landstuhl","Germany"
"14944","12/26/2023","16.474138700357","219","10","164.74138700357","2190","2025.2586129964","Online","No Discount","SV DVD Recorder L220 White","Southridge Video","Movie DVD","Music, Movies and Audio Books","North America","North Harford","United States"
"14943","12/19/2021","183.77630552623","1000","24","4410.6313326294","23400","18989.368667371","Online","Asian Summer Promotion","Fabrikam Trendsetter 1/2"" 3mm X300 Orange","Fabrikam, Inc.","Camcorders","Cameras and camcorders ","Asia","Beijing","China"
"14942","1/8/2022","533.32181320533","699","10","5333.2181320533","6990","1656.7818679467","Online","No Discount","Proseware Projector 720p LCD56 Silver","Proseware, Inc.","Projectors & Screens","Computers","North America","Parkville","United States"
"14941","10/20/2021","5.3376750286258","12.99","6","32.026050171755","76.1214","44.095349828245","Online","European Spring Promotion","Contoso Dual Handset Cordless Phone System  E20 Black","Contoso, Ltd","Home & Office Phones","Cell phones","Europe","London","United Kingdom"
"14940","4/19/2023","1.9344685830889","296","12","23.213622997066","3522.4","3499.1863770029","Catalog","North America Back-to-School Promotion","WWI 4GB Video Recording Pen X200 Pink","Wide World Importers","Recording Pen","Audio","North America","Arlington","United States"
"14939","7/24/2024","570.08145034932","1299","24","13681.954808384","29357.4","15675.445191616","Reseller","North America Holiday Promotion","Adventure Works Laptop19W X1980 White","Adventure Works","Laptops","Computers","North America","Seattle","United States"
"14938","3/30/2022","22.20247674589","26.99","9","199.82229071301","232.114","32.291709286992","Phone","European Back-to-Scholl Promotion","Contoso KSU-less key system M38 Grey","Contoso, Ltd","Home & Office Phones","Cell phones","Europe","Lyon","France"
"14937","10/26/2023","93.074073392664","209","9","837.66666053398","1755.6","917.93333946602","In-store","Asian Spring Promotion","Proseware High Speed Laser M2000 Black","Proseware, Inc.","Printers, Scanners & Fax","Computers","Asia","Mumbai","India"
"14936","9/17/2021","120.14838899892","290","9","1081.3355009903","2610","1528.6644990097","Online","North America Spring Promotion","A. Datum Super-zoom Digital Camera X300 Pink","A. Datum Corporation","Digital Cameras","Cameras and camcorders ","North America","Greenville","United States"
"14935","6/9/2024","69.111762898603","132.99","20","1382.2352579721","2659.8","1277.5647420279","Catalog","No Discount","WWI Stereo Bluetooth Headphones New Generation M370 Black","Wide World Importers","Bluetooth Headphones","Audio","Asia","Beijing","China"
"14934","8/13/2022","1.3811938446968","13.89","13","17.955519981058","180.57","162.61448001894","Reseller","North America Holiday Promotion","Contoso DVD 58 DVD Storage Binder M55 Red","Contoso, Ltd","Movie DVD","Music, Movies and Audio Books","North America","Grand Junction","United States"
"14933","9/16/2021","44.740107633089","78","4","178.96043053236","308.1","129.13956946764","Phone","North America Spring Promotion","Proseware Ink Jet Fax Machine E100 White","Proseware, Inc.","Printers, Scanners & Fax","Computers","North America","Plattsburgh","United States"
"14932","12/16/2023","84.363463609368","99","24","2024.7231266248","2376","351.27687337516","In-store","Asian Summer Promotion","SV Wireless LAN PCI Network Card Adapter E902 Black","Southridge Video","Computers Accessories","Computers","Asia","Beijing","China"
"14931","11/23/2021","88.13573523188","268","10","881.3573523188","2680","1798.6426476812","Online","No Discount","A. Datum Interchangeable lens Non-SLR Digital Camera X250 Pink","A. Datum Corporation","Digital Cameras","Cameras and camcorders ","North America","Bar Harbor","United States"
"14930","4/20/2023","0.43283796620685","9.99","240","103.88111188964","2394.603","2290.7218881104","Catalog","North America Back-to-School Promotion","Contoso Touch Stylus Pen E150 Silver","Contoso, Ltd","Cell phones Accessories","Cell phones","North America","Queens","United States"
"14929","2/28/2024","213.68057090317","299","12","2564.1668508381","3468.4","904.23314916192","Reseller","North America Back-to-School Promotion","SV Car Video TFT7 M7000 Brown","Southridge Video","Car Video","TV and Video","North America","Bethesda","United States"
"14928","11/17/2022","8.8136095618553","13.89","10","88.136095618553","138.9","50.763904381447","Phone","No Discount","SV DVD 58 DVD Storage Binder M55 Red","Southridge Video","Movie DVD","Music, Movies and Audio Books","North America","Bethesda","United States"
"14927","11/29/2021","209.27726273252","267","10","2092.7726273252","2670","577.22737267481","In-store","No Discount","The Phone Company Smart phones Unlocked M300 Grey","The Phone Company","Smart phones & PDAs ","Cell phones","North America","Sebring","United States"
"14926","10/10/2021","139.70351428321","309","9","1257.3316285489","2595.6","1338.2683714511","Online","Asian Spring Promotion","SV Car Video TFT7 M7001 Silver","Southridge Video","Car Video","TV and Video","Asia","Beijing","China"
"14925","7/3/2022","11.566621995671","248","13","150.36608594372","3124.8","2974.4339140563","Catalog","North America Holiday Promotion","Proseware High-Performance Business-Class Laser Fax X200 White","Proseware, Inc.","Printers, Scanners & Fax","Computers","North America","Buffalo","United States"
"14924","5/25/2022","12.435145172831","50.99","10","124.35145172831","509.9","385.54854827169","Reseller","No Discount","Contoso Optical USB Mouse M45 Grey","Contoso, Ltd","Computers Accessories","Computers","Asia","New Delhi","India"
"14923","10/10/2021","570.37326208154","999","9","5133.3593587339","8791.2","3657.8406412661","Phone","Asian Spring Promotion","WWI Projector 720p DLP56 Black","Wide World Importers","Projectors & Screens","Computers","Asia","Tokyo","Japan"
"14922","10/9/2021","78.412025529266","209","9","705.7082297634","1870.55","1164.8417702366","In-store","North America Spring Promotion","Proseware High Speed Laser M2000 Black","Proseware, Inc.","Printers, Scanners & Fax","Computers","North America","Marshall","United States"
"14921","6/24/2023","285.87844314942","380","13","3716.4197609425","4788","1071.5802390575","Online","North America Holiday Promotion","Fabrikam Laptop13.3 M3000 Red","Fabrikam, Inc.","Laptops","Computers","North America","Winchester","United States"
"14920","7/14/2022","3.2078061182074","119.99","6","19.246836709244","647.946","628.69916329076","Catalog","North America Holiday Promotion","Adventure Works 13"" Color TV E25 Silver","Adventure Works","Televisions","TV and Video","North America","Baytown","United States"
"14919","1/2/2022","2.0208079327819","11.9","5","10.10403966391","59.5","49.39596033609","Reseller","No Discount","Contoso 90W AC/DC Power Adapter E300 Black","Contoso, Ltd","Computers Accessories","Computers","North America","Queens","United States"
"14918","10/7/2021","47.622976554363","69","4","190.49190621745","262.2","71.708093782547","Phone","North America Spring Promotion","Proseware CRT19 E201 White","Proseware, Inc.","Monitors","Computers","North America","Newark","United States"
"14917","5/31/2024","13.879337305123","13.9","16","222.06939688197","216.84","-5.2293968819747","In-store","European Holiday Promotion","Contoso Reserve Pen - Tablet Pen E200 Gold","Contoso, Ltd","Computers Accessories","Computers","Europe","Berlin","Germany"
"14916","3/17/2023","232.3514700416","679","10","2323.514700416","6790","4466.485299584","Online","No Discount","Adventure Works LCD22W M200 White","Adventure Works","Monitors","Computers","Asia","Tehran","Iran"
"14915","3/3/2023","357.15827136591","1299","12","4285.8992563909","15198.3","10912.400743609","Online","North America Back-to-School Promotion","WWI Laptop19W X0196 Blue","Wide World Importers","Laptops","Computers","North America","Cape Canaveral","United States"
"14914","1/21/2023","249.72405905786","1299","10","2497.2405905786","12990","10492.759409421","Online","No Discount","Adventure Works Laptop19W X1980 Silver","Adventure Works","Laptops","Computers","North America","Houston","United States"
"14913","7/6/2022","20.49785759588","186.9","13","266.47214874643","2354.94","2088.4678512536","Online","North America Holiday Promotion","A. Datum Bridge Digital Camera M300 Orange","A. Datum Corporation","Digital Cameras","Cameras and camcorders ","North America","Somerville","United States"
"14912","6/13/2022","4.3508992184823","15.9","5","21.754496092411","79.5","57.745503907589","Online","No Discount","Contoso USB Wave Multi-Media Keyboard E280 Grey","Contoso, Ltd","Computers Accessories","Computers","North America","Seattle","United States"
"14911","9/19/2023","2.7018772257986","998","18","48.633790064374","17165.6","17116.966209936","Online","Asian Spring Promotion","Fabrikam Trendsetter 1/3"" 8.5mm X200 Blue","Fabrikam, Inc.","Camcorders","Cameras and camcorders ","Asia","Beijing","China"
"14910","5/9/2022","69.496517384392","178","5","347.48258692196","890","542.51741307804","Online","No Discount","Fabrikam Social Videographer 1/2'' 3mm E300 White","Fabrikam, Inc.","Camcorders","Cameras and camcorders ","Asia","Beijing","China"
"14909","5/4/2022","83.043088433645","329","9","747.3877959028","2862.3","2114.9122040972","In-store","European Back-to-Scholl Promotion","SV Car Video LCD7 M7001 Brown","Southridge Video","Car Video","TV and Video","Europe","Berlin","Germany"
"14908","10/27/2023","22.042160586297","129","18","396.75889055334","2302.65","1905.8911094467","In-store","North America Spring Promotion","A. Datum Compact Digital Camera M200 Grey","A. Datum Corporation","Digital Cameras","Cameras and camcorders ","North America","Oregon","United States"
"14907","8/24/2022","16.697255048951","23.9","9","150.27529544056","211.515","61.239704559442","In-store","North America Spring Promotion","Contoso Digital camera accessory kit M200 White","Contoso, Ltd","Computers Accessories","Computers","North America","Seattle","United States"
"14906","10/13/2021","193.38959213785","300","12","2320.6751056542","3558","1237.3248943458","In-store","European Spring Promotion","The Phone Company Smart phones Expert M400 Grey","The Phone Company","Smart phones & PDAs ","Cell phones","Europe","Valletta","Malta"
"14905","9/29/2021","227.90154952132","293","12","2734.8185942558","3474.98","740.16140574417","In-store","European Spring Promotion","The Phone Company Touch Screen Phones SAW/On-wall M806 Black","The Phone Company","Touch Screen Phones ","Cell phones","Europe","Warsaw","Poland"
"14904","5/23/2023","55.480309974326","59","10","554.80309974326","590","35.196900256743","In-store","No Discount","Adventure Works CRT17 E105 White","Adventure Works","Monitors","Computers","North America","Hoboken","United States"
"14903","7/3/2023","5.9807113398408","429","13","77.74924741793","5577","5499.2507525821","In-store","North America Holiday Promotion","Contoso Home Theater System 5.1 Channel M1500 White","Contoso, Ltd","Home Theater System","TV and Video","North America","Cape May","United States"
"14902","10/11/2023","14.233286931996","269.95","18","256.19916477593","4859.1","4602.9008352241","In-store","North America Spring Promotion","Adventure Works Desktop PC1.60 ED160 White","Adventure Works","Desktops","Computers","North America","Hoboken","United States"
"14901","10/19/2022","59.9758603052","299","27","1619.3482282404","7983.3","6363.9517717596","In-store","North America Spring Promotion","Litware Home Theater System 2.1 Channel E210 Black","Litware, Inc.","Home Theater System","TV and Video","North America","Bethesda","United States"
"14900","9/21/2022","18.716301986776","28.99","9","168.44671788098","249.314","80.86728211902","Reseller","Asian Spring Promotion","Contoso Hybrid system M60 Black","Contoso, Ltd","Home & Office Phones","Cell phones","Asia","Beijing","China"
"14899","3/24/2024","57.295480191832","588","12","687.54576230198","6879.6","6192.054237698","Reseller","North America Back-to-School Promotion","A. Datum SLR Camera 35"" X358 Blue","A. Datum Corporation","Digital SLR Cameras","Cameras and camcorders ","North America","Bethesda","United States"
"14898","11/19/2022","12.533388802486","28.99","10","125.33388802486","289.9","164.56611197514","Reseller","No Discount","Contoso 2-Line Corded Cordless Telephone M202 Black","Contoso, Ltd","Home & Office Phones","Cell phones","North America","Parkville","United States"
"14897","6/14/2022","56.458531679639","66","5","282.29265839819","330","47.707341601805","Reseller","No Discount","SV 8xDVD E140 Black","Southridge Video","VCD & DVD","TV and Video","Asia","Busan","South Korea"
"14896","3/25/2022","259.08376657865","588","12","3109.0051989438","7056","3946.9948010562","Reseller","North America Back-to-School Promotion","A. Datum SLR Camera 35"" X358 Orange","A. Datum Corporation","Digital SLR Cameras","Cameras and camcorders ","North America","Bethesda","United States"
"14895","9/14/2023","14.054248520417","36.99","18","252.9764733675","658.422","405.4455266325","Reseller","North America Spring Promotion","Contoso Multi-Use Terminal Cable E308 Silver","Contoso, Ltd","Cameras & Camcorders Accessories","Cameras and camcorders ","North America","Cheney","United States"
"14894","10/25/2022","9.1136847139683","9.99","18","164.04632485143","178.3215","14.275175148571","Reseller","North America Spring Promotion","Contoso Single-line phones E10 White","Contoso, Ltd","Home & Office Phones","Cell phones","North America","North Harford","United States"
"14893","11/2/2022","14.91028918789","16.5","9","134.19260269101","147.675","13.48239730899","In-store","North America Spring Promotion","Contoso Notebook Peripheral Kit M69 White","Contoso, Ltd","Computers Accessories","Computers","North America","Worcester","United States"
"14892","9/29/2022","98.59889736349","219","9","887.39007627141","1960.05","1072.6599237286","In-store","North America Spring Promotion","Contoso DVD Recorder L240 Gold","Contoso, Ltd","Movie DVD","Music, Movies and Audio Books","North America","Seattle","United States"
"14891","10/2/2021","231.97427799828","280","9","2087.7685019845","2352","264.23149801546","In-store","Asian Spring Promotion","The Phone Company PDA Palm 3.5 inch M810 White","The Phone Company","Smart phones & PDAs ","Cell phones","Asia","Mumbai","India"
"14890","7/1/2023","4.8064888380604","16.99","8","38.451910704483","132.522","94.070089295517","In-store","European Holiday Promotion","Contoso 3 Handset Cordless Phone System E30 Grey","Contoso, Ltd","Home & Office Phones","Cell phones","Europe","Roma","Italy"
"14889","12/18/2023","10.808697028771","29.95","12","129.70436434526","356.405","226.70063565474","In-store","Asian Summer Promotion","Contoso Wireless Notebook Optical Mouse M35 Black","Contoso, Ltd","Computers Accessories","Computers","Asia","Beijing","China"
"14888","5/7/2022","7.3822894191459","27.9","9","66.440604772313","248.31","181.86939522769","In-store","European Back-to-Scholl Promotion","Contoso Enhanced Capacity Battery M800 Grey","Contoso, Ltd","Computers Accessories","Computers","Europe","Dusseldorf","Germany"
"14887","1/7/2022","99.993298108527","190","5","499.96649054263","950","450.03350945737","In-store","No Discount","Contoso Screen 100in E010 White","Contoso, Ltd","Projectors & Screens","Computers","Europe","Bucharest","Romania"
"14886","7/24/2023","158.15999035523","189","13","2056.079874618","2381.4","325.32012538202","In-store","North America Holiday Promotion","The Phone Company Touch Screen Phones - CRT M11 Gold","The Phone Company","Touch Screen Phones ","Cell phones","North America","Cedar Park","United States"
"14885","11/24/2021","454.78127581349","599","9","4093.0314823214","5391","1297.9685176786","In-store","Asian Spring Promotion","Adventure Works Laptop16 M1601 Red","Adventure Works","Laptops","Computers","Asia","Seoul","South Korea"
"14884","7/5/2022","17.089033858684","38.99","13","222.1574401629","506.87","284.7125598371","In-store","North America Holiday Promotion","Contoso Private Automatic Branch Exchange M65 Black","Contoso, Ltd","Home & Office Phones","Cell phones","North America","Denver","United States"
"14883","2/9/2022","235.37323520566","299","5","1176.8661760283","1495","318.13382397169","In-store","No Discount","Litware Home Theater System 2.1 Channel E210 Black","Litware, Inc.","Home Theater System","TV and Video","North America","Boulder","United States"
"14882","11/17/2021","99.572467795629","268","10","995.72467795629","2680","1684.2753220437","Online","No Discount","The Phone Company Touch Screen Phones 26-1.4"" M250 Gold","The Phone Company","Touch Screen Phones ","Cell phones","North America","Orlando","United States"
"14881","11/30/2022","18.949990565338","289.99","20","378.99981130675","5799.8","5420.8001886932","Online","No Discount","Contoso DVD 15-Inch Player Portable L200 Silver","Contoso, Ltd","Movie DVD","Music, Movies and Audio Books","North America","Bethesda","United States"
"14880","8/6/2023","94.356375637312","267","13","1226.6328832851","3471","2244.3671167149","Online","North America Holiday Promotion","The Phone Company Smart phones Unlocked M300 Black","The Phone Company","Smart phones & PDAs ","Cell phones","North America","Longview","United States"
